NewsInEnglish,NewsInTamil,Category,CategoryInTamil
2018/Jul/47940-kerala-actress-arrested-in-counterfeit-note-case.txt,கள்ள நோட்டு வழக்கில் கேரள நடிகை கைது,india, இந்தியா
2017/Feb/17099-deepika-padukone-grossing-film-of-rs-2-000-crore.txt,"ரூ.2,000 கோடி வசூல் செய்த தீபிகா படுகோனேவின் படம்",cinema, சினிமா
2017/Mar/18112-tn-fishermen-representative-meets-sushma-swaraj-today.txt,சுஷ்மாவுடன் மீனவப் பிரதிநிதிகள் இன்று சந்திப்பு,india, இந்தியா
2017/Mar/17901-5-000-homes-for-fishermen-tamilnadu-budget-2017.txt,"மீனவர்களுக்காக 5,000 வீடுகள்",tamilnadu, தமிழ்நாடு
2017/Dec/37588-justice-karnan-will-released-on-tomorrow.txt,நாளை விடுதலையாகிறார் நீதிபதி கர்ணன்,india, இந்தியா
2018/Dec/55299-robert-vadra-s-lawyer-termed-the-raids-as-an-attempt-to-plant-manufactured-evidence.txt,ஆதாரங்களை உருவாக்கவே சோதனை ராபர்ட் வதேராவின் வழக்கறிஞர் குற்றச்சாட்டு,india, இந்தியா
2018/Jul/48837-my-second-marriage-was-biggest-mistake-imran-khan.txt,“நான் செய்த மிகப்பெரிய தவறு 2வது திருமணம்” - இம்ரான் கான் உருக்கம்,sports, விளையாட்டு
2018/Sep/51281-rahane-to-captain-mumbai-in-vijay-hazare-trophy.txt,மும்பை அணியின் கேப்டன் ஆனார் ரஹானே!,sports, விளையாட்டு
2016/Aug/9471-jayalalithaa-wishes-pv-sindhu-sakshi-malik.txt,"ஒலிம்பிக்கில் பதக்கம் வென்ற பி.வி.சிந்து, சாக்ஷி மலிக்கிற்கு ஜெயலலிதா வாழ்த்து",tamilnadu, தமிழ்நாடு
2017/Sep/29721-if-taslima-nasreen-can-stay-why-not-rohingyas-asks-owaisi.txt,"தஸ்லிமா இருக்கும்போது, ரோஹிங்யா இருக்கக் கூடாதா? ஓவைசி கேள்வி",india, இந்தியா
2017/Oct/32871-mersal-vijay-dialogue.txt,மெர்சலில் அப்படி என்னதான் சொல்லுகிறார் விஜய்?,cinema, சினிமா
2018/Oct/53345-srilanka-president-maithripala-sirisena-suspends-parliament.txt,இலங்கை நாடாளு மன்றத்தை அதிரடியாக முடக்கிய அதிபர் சிறிசேன ,world, உலகம்
2018/Dec/56079-281-killed-over-800-injured-in-indonesia-tsunami-set-off-by-volcano.txt,இந்தோனேஷிய சுனாமி: பலி எண்ணிக்கை 281 ஆக உயர்வு,world, உலகம்
2017/Dec/37286-rahane-s-father-arrested.txt,கிரிக்கெட் வீரர் ரஹானேவின் தந்தை கைது!,sports, விளையாட்டு
2018/Nov/53816-rbi-governor-not-superior-to-finance-minister-former-pm-manmohan-singh-in-2014-book.txt,“ரிசர்வ் வங்கிக்கு நிதியமைச்சர்தான் உயரதிகாரி”- அப்போதே கருத்து சொன்ன மன்மோகன் சிங்..!,india, இந்தியா
2018/Mar/42923-government-of-tamil-nadu-today-sued-the-central-government.txt,மத்திய அரசு மீது தமிழக அரசு இன்று வழக்கு?,tamilnadu, தமிழ்நாடு
2018/Feb/40887-justice-velmurugan-got-wishes-in-social-media-s-for-dhasvanth-case-verdict.txt,நீதிபதி வேல்முருகன் வாழ்க; நீதிமன்றத்தில் ஒலித்த கோஷம்..,tamilnadu, தமிழ்நாடு
2018/Dec/55678-mizo-national-front-leader-zoramthanga-takes-oath-as-the-chief-minister-of-mizoram.txt,மிசோரம் முதல்வராக சோரம்தாங்கா பதவி ஏற்பு,india, இந்தியா
2017/Feb/16610-ponnaiyan-supports-o-pannerselvam.txt,ஓ.பன்னீர்செல்வத்திற்கு பொன்னையன் ஆதரவு,tamilnadu, தமிழ்நாடு
2017/Dec/36979-request-to-provide-additional-ambulance-to-kanchipuram.txt,காஞ்சிபுரத்திற்கு கூடுதல் ஆம்புலன்ஸ் வழங்க கோரிக்கை,tamilnadu, தமிழ்நாடு
2018/Mar/42002-weather-report.txt,மீனவர்கள் கடலுக்கு செல்ல வேண்டாம் - வானிலை ஆய்வு மையம் எச்சரிக்கை,tamilnadu, தமிழ்நாடு
2017/Sep/30418-mp-education-minister-urges-all-madrasas-to-unfurl-tricolour-sing-national-anthem-daily.txt,மதரஸாக்களில் தினமும் தேசிய கீதம்: ம.பி. அமைச்சர் பேச்சு,india, இந்தியா
2018/Sep/51182-murali-vijay-scores-half-century-for-essex.txt,இங்கிலாந்தில் அரை சதம் போட்ட முரளி விஜய்!,sports, விளையாட்டு
2018/Dec/55878-ipl-2019-auction-bought-for-rs-1-5-cr-bangalore-s-prayas-ray-barman-is-youngest-crorepati-at-16.txt,‘கோலியுடன் ஒரு செல்ஃபி’ - 16 வயதில் கோடீஸ்வரரான இளம் வீரரின் ஆசை,sports, விளையாட்டு
2018/Apr/44105-ipl-2018-sunrisers-hyderabad-vs-chennai-super-kings-chennai-won-by-4-runs.txt,‘தம் பிரியாணி.. தம் பிடிச்சு.. டெரர் ஆய்டும்..’ - ஹர்பஜனின் சென்னைத் தமிழ்,sports, விளையாட்டு
2017/Apr/18604-no-chance-for-to-meet-pm-modi-mk-stalin.txt,பிரதமரை சந்திக்க வாய்ப்பு கேட்டேன்; கிடைக்கவில்லை: மு.க.ஸ்டாலின்,india, இந்தியா
2017/Apr/18983-chance-for-rain-in-tamilnadu.txt,தென் தமிழகத்தில் மழை பெய்ய வாய்ப்பு,tamilnadu, தமிழ்நாடு
2018/Jul/48706-lorry-strike-veggie-prices-to-stay-high.txt,லாரி ஸ்டிரைக்: சென்னையில் காய்கறி விலை உயர்வு,tamilnadu, தமிழ்நாடு
2018/Oct/52660-leave-prithvi-shaw-alone-demands-virat-kohli.txt,'ப்ரித்வி ஷாவை விட்டுவிடுங்கள்' விராட் கோலி வேண்டுகோள்,sports, விளையாட்டு
2017/Nov/36029-cruelty-in-government-school.txt,வெறும் கைகளால் கழிவறையை சுத்தம் செய்த மாணவிகள்: அரசு பள்ளியில் கொடுமை!,tamilnadu, தமிழ்நாடு
2017/Jan/15906-again-younsters-protest-in-andhra.txt,ஆந்திராவில் எதிரொலிக்கும் மெரினா போராட்டம்,tamilnadu, தமிழ்நாடு
2018/Nov/54312-animal-death-toll-reaches-high-in-vedaranyam.txt,காரைக்கால் கடற்கரையில் கொத்துக்கொத்தாக இறந்து கரை ஒதுங்கும் மான்கள்,tamilnadu, தமிழ்நாடு
2017/Apr/18995-attack-on-tasmac-protester-national-human-right-commission-notice-to-chief-secretary.txt,பெண்ணை கன்னத்தில் அறைந்த சம்பவம்: தலைமைச் செயலாளருக்கு நோட்டீஸ்,tamilnadu, தமிழ்நாடு
2017/Apr/18956-air-car-krishna-engineering.txt,என்னய்யா சொல்றீங்க? காற்றில் இயங்கும் காரா?,tamilnadu, தமிழ்நாடு
2018/Dec/56057-the-death-toll-in-indonesia-s-tsunami-has-risen-to-222.txt,இந்தோனேசியாவில் சுனாமி - பலி எண்ணிக்கை 222 ஆக அதிகரிப்பு,world, உலகம்
2018/Feb/40705-karunanidhi-got-new-comrade-makilan.txt,கருணாநிதிக்கு கிடைத்த புதிய தோழர் மகிழன் ,politics, அரசியல்
2018/Oct/53209-thanthri-have-all-rights-in-sabarimala-shrine-says-former-devaswom-board-president.txt,'சபரிமலை கோவிலில் தந்திரிகளுக்கும் உரிமை இருக்கிறது',india, இந்தியா
2018/Dec/55269-the-madurai-bench-of-the-madras-high-court-bans-sri-sri-ravishankar-programme.txt,ஸ்ரீ ஸ்ரீ ரவிசங்கரின் தியான நிகழ்ச்சிக்கு இடைக்காலத் தடை!,tamilnadu, தமிழ்நாடு
2018/Dec/56295-parrot-which-became-headache-for-police.txt,‘கிளி’ யாருக்குச் சொந்தம்..? காவல் நிலையம் சென்றது வழக்கு..!,tamilnadu, தமிழ்நாடு
2018/Jun/47212-fifa-world-cup-russia-on-brink-of-next-stage-after-beating-egypt.txt,'நெக்ஸ்ட் ரவுண்டு'க்கு தயாரானது ரஷ்யா,sports, விளையாட்டு
2017/Jun/22309-modi-praises-yogi-adithyanath.txt,சிறப்பான வளர்ச்சியைக் காணும் உத்தரப் பிரதேசம்: யோகிக்கு பிரதமர் மோடி பாராட்டு,india, இந்தியா
2018/Nov/53634-akshay-kumar-said-shankar-is-a-scientist.txt,“ஷங்கர் ஒரு விஞ்ஞானி” - அக்ஷய் குமார்,cinema, சினிமா
2018/Dec/55642-ajith-s-69th-film-directed-by-vinoth-and-produced-by-boney-kapoor.txt,மீண்டும் இணையும் அஜித்-யுவன் - கொண்டாடும் ரசிகர்கள்,cinema, சினிமா
2018/Nov/54529-american-killed-in-india-by-endangered-andamans-tribe.txt,அந்தமானில் பயங்கரம்: பழங்குடியினர் தாக்கி அமெரிக்க இளைஞர் உயிரிழப்பு!,india, இந்தியா
2017/Nov/35031-i-believe-that-my-son-will-release-before-pongal-said-perarivalan-mother-arputhammal.txt,பொங்கலுக்குள் என் மகன் விடுதலையாவான் என்று நம்புகிறேன் - அற்புதம்மாள்,tamilnadu, தமிழ்நாடு
2018/Oct/53167-lucknow-groom-s-head-shaved-for-allegedly-demanding-dowry.txt,வரதட்சணை கேட்ட மாப்பிள்ளைக்கு வினோத தண்டனை!,india, இந்தியா
2018/Jun/47627-after-10-years-water-is-open-from-vaigai-dam-for-agricultural-purpose.txt,10 ஆண்டுக்குப் பிறகு வைகை அணையிலிருந்து நீர் திறப்பு ,tamilnadu, தமிழ்நாடு
2018/Dec/55078-jacto-jio-protest-temporarily-postponed.txt,ஜாக்டோ ஜியோ போராட்டம் தாற்காலிகமாக ஒத்திவைப்பு,tamilnadu, தமிழ்நாடு
2018/Sep/52061-eight-killed-in-car-lorry-collision.txt,லாரி மீது கார் மோதி 8 பேர் பலி: திருச்சி அருகே பயங்கரம்!,tamilnadu, தமிழ்நாடு
2018/Mar/41808-naam-thamizhar-katchi-leader-seeman-condemn-attack-on-srilankan-tamil-islams.txt,இலங்கை இஸ்லாமியத் தமிழர்கள் மீது தாக்குதலா..?: சீமான் கண்டனம்,politics, அரசியல்
2017/Jan/15893-68th-republic-day-celebrations.txt,68-ஆவது குடியரசு தினம் கோலாகல கொண்டாட்டம்,india, இந்தியா
2018/Nov/54122-communist-leader-sitharam-yuchury-meet-dmk-leader-mk-stalin-in-chennai.txt,மு.க.ஸ்டாலினுடன் சீதாராம் யெச்சூரி சந்திப்பு - உறுதியாகும் கூட்டணி,tamilnadu, தமிழ்நாடு
2018/Apr/44089-fraudulent-businessmen-asset-freezing-cabinet-meeting.txt,மோசடியில் ஈடுபட்டு வெளிநாட்டில் பதுங்கினால் சொத்துகள் பறிமுதல் - அவசர சட்டத்துக்கு குடியரசுத் தலைவர் ஒப்புதல்,india, இந்தியா
2018/Nov/54419-gaja-cyclone-today-leave-in-various-districts.txt,கஜா புயல் எதிரொலி.. எங்கெல்லாம் இன்று விடுமுறை தெரியுமா..?,tamilnadu, தமிழ்நாடு
2018/Sep/50948-high-court-stop-tn-govt-egg-tender-temporarily.txt,சத்துணவு முட்டை கொள்முதலுக்கு இடைக்கால தடை - உயர்நீதிமன்றம்,tamilnadu, தமிழ்நாடு
2018/Dec/55768-parliament-both-houses-adjourned.txt,ரபேல் மற்றும் மேகதாது அமளியால் இரு அவைகளும் ஒத்திவைப்பு ,india, இந்தியா
2017/Apr/18609-helmet-compulsory-for-two-wheelers-in-madurai.txt,மதுரையில் ஹெல்மெட் கட்டாயம்: மீறினால் உரிமம் ரத்து,tamilnadu, தமிழ்நாடு
2018/Nov/54082-sabarimala-case-sc-hear-all-review-petitions-today.txt,சபரிமலை விவகாரம்: சீராய்வு மனு மீது இன்று விசாரணை!,india, இந்தியா
2018/Aug/50484-kl-rahul-meets-chelsea-star-and-world-cup-winner-n-golo-kante.txt,கால்பந்து ஹீரோவைச் சந்தித்த கே.எல்.ராகுல்!,sports, விளையாட்டு
2018/Nov/53714-swami-paramhans-das-mahant-of-tapaswi-chawni-temple.txt,ராமர் கோயில் கட்டும் தேதியை அறிவிக்காவிட்டால் தீக்குளிப்பேன்: மடாதிபதி எச்சரிக்கை!,india, இந்தியா
2018/Jan/38435-the-couple-have-committed-suicide-by-paying-rs-2-lakh-to-the-funeral.txt,இறுதிச் சடங்கிற்கு ரூ.2 லட்சம் வைத்துவிட்டு வயதான தம்பதி தற்கொலை,tamilnadu, தமிழ்நாடு
2017/Dec/38013-china-permits-helicopter-tourism-in-tibet.txt,"இனி, ’பறவை பார்வை’யில் திபெத்தை ரசிக்கலாம்!",world, உலகம்
2018/Dec/56160-chandra-sekara-rao-meet-mayavati-and-akilesh-yadav.txt,"மும்முரமாகும் 3ஆம் அணி : மாயாவதி, அகிலேஷுடன் ராவ் சந்திப்பு?",india, இந்தியா
2018/Dec/55507-prithvi-shaw-to-miss-perth-test-another-chance-for-kl-rahul-and-murali-vijay-to-shine.txt,"'ராகுலுக்கும் விஜய்க்கும் மீண்டும் சான்ஸ், அடுத்தப் போட்டியிலும் ப்ரித்வி ஷா இல்லை'",sports, விளையாட்டு
2018/Oct/53181-vetrivel-about-minister-jayakumar-related-audio-issue.txt,“குற்றச்சாட்டு அல்ல.. உண்மை என்றுதான் சொல்கிறேன்”- ஆடியோ குறித்து வெற்றிவேல் பேட்டி,tamilnadu, தமிழ்நாடு
2018/Dec/55682-7-dead-in-firing-by-forces-in-clashes-after-encounter-in-j-k-s-pulwama.txt,பாதுகாப்பு படையினர் நடத்திய என்கவுண்டரில் பொதுமக்கள் 7 பேர் பலி,india, இந்தியா
2017/Nov/35098-democracy-is-safe-in-india-because-of-hindus-giriraj-singh.txt,இந்துக்களால்தான் ஜனநாயகம் காக்கப்படுகிறது: மத்திய அமைச்சர் கிரிராஜ் சிங்,politics, அரசியல்
2018/Apr/43475-ipl-president-rajiv-sukla-request-home-ministry-for-extra-force.txt,வீரர்களுக்கு பாதுகாப்பு வேண்டும் - ஐபிஎல் தலைவர் கோரிக்கை!,sports, விளையாட்டு
2018/May/45945-deepika-padukone-troll-video.txt,ட்ரோல் செய்யப்படும் தீபிகா படுகோனேவின் வீடியோ,cinema, சினிமா
2017/Apr/19350-girl-affected-by-mla-in-mla-hostel.txt,எம்.எல்.ஏ ஹாஸ்டலில் சிறுமி பலாத்காரம்,india, இந்தியா
2017/Nov/35464-what-actions-taken-in-rk-nagar-issue-madras-high-court-questioned.txt,ஆர்.கே.நகர் பணப்பட்டுவாடா நடவடிக்கைகள் என்ன?: உயர்நீதிமன்றம் கேள்வி,politics, அரசியல்
2018/Jun/47695-viluppuram-school-teacher-made-a-special-bathroom-for-students.txt,அரசுப்பள்ளி கழிவறையை நவீனப்படுத்திய ஆசிரியர் : குவியும் பாராட்டுக்கள்,tamilnadu, தமிழ்நாடு
2018/Dec/55273-director-pa-ranjith-accused-dalit-mp-mlas-for-not-questioning-honour-killing.txt,பட்டியலின கட்சிகள் கூட்டணி அமைக்கவேண்டும் - இயக்குநர் பா.ரஞ்சித்,cinema, சினிமா
2018/Nov/53701-indvswi-1st-t20-india-won-the-match.txt,முதல் டி20 : 5 விக்கெட் வித்தியாசத்தில் இந்தியா வெற்றி,sports, விளையாட்டு
2018/Oct/52880-andhra-ac-quest-arrested-in-tamilnadu.txt,ஆந்திராவில் திருடன் தமிழகத்தில் ஜோசியன் ! மடக்கி பிடித்த போலீஸ் ,tamilnadu, தமிழ்நாடு
2017/Apr/19583-shah-rukh-khan-ready-to-sell-his-pyjama-to-make-dhoni-a-kolkata-team-player.txt,தோனிக்காக பைஜாமாவைக் கூட விற்பேன்: ஷாரூக்கான்,sports, விளையாட்டு
2018/Dec/56070-chennai-police-arrest-one-suspect-in-theft.txt,பிச்சைக்காரன் வேஷத்தில் திருடன் ! போலீஸ் கைது,tamilnadu, தமிழ்நாடு
2018/Nov/54640-there-is-no-education-fees-for-storm-affected-area-students.txt,“புயலால் பாதிக்கப்பட்ட மாணவர்களுக்கு கல்விக்கட்டணம் இல்லை”- பாரிவேந்தர் அறிவிப்பு,tamilnadu, தமிழ்நாடு
2017/Mar/17630-rbi-says-it-will-issue-new-rs-10-notes-with-enhanced-security-features.txt,விரைவில் வருகிறது புதிய 10 ரூபாய் நோட்டுகள்,india, இந்தியா
2018/Nov/54215-the-cbi-filed-charge-sheet-on-gutka-scam-case.txt,குட்கா வழக்கில் குற்றப்பத்திரிகை தாக்கல் - அமைச்சர்; டிஜிபி பெயர்கள் இல்லை ,tamilnadu, தமிழ்நாடு
2018/Nov/54933-fire-breaks-out-on-sets-of-srk-starrer-zero.txt,’ஸீரோ’ படப்பிடிப்பில் தீ விபத்து: உயிர் தப்பினார் ஷாரூக் கான்!,cinema, சினிமா
2018/Aug/50311-trump-directed-hush-money-says-his-ex-lawyer-michael-cohen.txt,அதிபர் தேர்தலில் சட்டத்தை மீறியதாக ஒப்புதல்,world, உலகம்
2018/Jun/46190-karthi-s-dev-shoot-starts-at-hydrabad-today.txt,கார்த்தியின் ’தேவ்’ ஆக்‌ஷன் ஐதராபாத்தில் ஆரம்பம்!,cinema, சினிமா
2017/Nov/35533-change-coming-in-rice-distribution-in-ration-shops.txt,ரேஷன் அரிசி விநியோகத்தில் மாற்றம்,tamilnadu, தமிழ்நாடு
2017/Mar/18455-actor-madhavan-praise-rajinikanth.txt,சர்ச்சையை உருவாக்காமல் சிறப்பாக கையாண்டார் ரஜினி: மாதவன் பாராட்டு,cinema, சினிமா
2018/Oct/52652-can-cure-cuddalore-child-doctors-confidence.txt,கடலூர் சிறுவனை குணப்படுத்த முடியும்.. மருத்துவர்கள் புதிய நம்பிக்கை,tamilnadu, தமிழ்நாடு
2018/Sep/51841-government-extends-deadline-for-income-tax-return-filing.txt,வருமான வரி கணக்கை தாக்கல் செய்ய அவகாசம் நீட்டிப்பு,tamilnadu, தமிழ்நாடு
2018/Oct/53423-to-get-girls-to-college-couple-bought-a-bus-with-their-pf-money.txt,“50 ஹேமலதாக்கள் எங்களுடன்”- கல்லூரி மாணவிகளுக்காக பேருந்து வாங்கிய தம்பதி..!,india, இந்தியா
2018/Oct/53467-murugadoss-accepted-to-give-me-credit-so-sarkar-issue-solved-says-varun.txt,'முருகதாஸ் ஒப்புக்கொண்டதால் சர்காரில் சமரசம்' வழக்கும் முடிந்தது !,cinema, சினிமா
2018/Dec/55020-hyderabad-police-arrested-four-andhra-pradesh-robbers-including-tamil-nadu-for-robbery-in-south-india.txt,வசதியானவர்களை குறிவைக்கும் 'கூகுள் மேப்' கொள்ளையர்கள்.. அதிரடி காட்டிய போலீஸ்..!,tamilnadu, தமிழ்நாடு
2018/Mar/42504-mrts-to-be-handed-over-to-chennai-metro-rail.txt,பறக்கும் ரயில்கள் வழித்தடம் மெட்ரோவிடம் ஒப்படைப்பு ?,tamilnadu, தமிழ்நாடு
2018/Dec/55112-cop-among-2-killed-as-mob-targets-police-in-up.txt,உ.பி.வன்முறை.. கல்லெறி தாக்குதலோடு போலீசாரை துப்பாக்கியால் சுட்டது அம்பலம்..!,india, இந்தியா
2018/Jan/39803-tamil-nadu-bus-tickets-rate-reduced.txt,பேருந்து கட்டணக் குறைப்பு அமலுக்கு வந்தது,tamilnadu, தமிழ்நாடு
2018/Sep/51774-banvsafg-and-indvspak-asia-cup-2018.txt,தடுமாறும் பங்களாதேஷ்.. மிரட்டும் ஆப்கான்..,sports, விளையாட்டு
2017/Mar/17571-tn-budget-to-be-filed-on-march-16.txt,தமிழக பட்ஜெட் மார்ச் 16-ல் தாக்கல்,tamilnadu, தமிழ்நாடு
2018/Jul/48381-kanchipuram-10th-student-attempt-suicide-for-school-late.txt,அவமானத்தால் 3வது மாடியில் இருந்து குதித்த மாணவர்,tamilnadu, தமிழ்நாடு
2018/Sep/51079-fire-accident-near-sivakasi-3-dead.txt,சிவகாசி அருகே பட்டாசு ஆலையில் வெடி விபத்து: 3 பேர் பலி,tamilnadu, தமிழ்நாடு
2018/Apr/43146-smith-won-t-contest-cricket-australia-s-sanctions.txt,தவறுக்கு நானே பொறுப்பு; தடையை எதிர்த்து மேல்முறையீடு இல்லை: ஸ்மித்,sports, விளையாட்டு
2018/Jul/48221-chennai-fish-market-raids-was-continue.txt,மீன் மார்க்கெட்டில் தொடரும் ஃபார்மலின் சோதனை,tamilnadu, தமிழ்நாடு
2018/Jun/46960-gold-chain-flush-a-in-chennai-police-arrested-5-people.txt,மென்பொறியாளரை கத்தியால் தாக்கி தங்க செயின் பறித்த திருநங்கைகள்,tamilnadu, தமிழ்நாடு
2018/Sep/50885-how-much-does-it-cost-of-same-time-in-both-election.txt,ஒரே நேரத்தில் தேர்தல் : செலவு எவ்வளவு?,india, இந்தியா
2017/Jan/15332-high-court-orders-to-check-the-ticket-price-rate-of-bairava-movie.txt,பைரவா படத்திற்கு கூடுதல் கட்டணம்: புகாருக்கான எண்களை தாக்கல் செய்ய நீதிமன்றம் உத்தரவு,cinema, சினிமா
2018/Oct/53457-soon-e-rickshaw-to-have-automatic-headlights.txt,இ-ரிக்ஷாக்களில் இனிமேல் தானாகவே இயங்கும் ஆட்டோமெட்டிக் ஹெட்லைட்..!,india, இந்தியா
2017/Nov/34772-vivek-jayaraman-family-background.txt,விவேக் ஜெயராமனின் பின்னணி என்ன?,politics, அரசியல்
2018/Dec/55167-late-admk-chief-jayalalitha-confronted-the-challenges-and-proved-successful-kanimozhi.txt,’பெண்ணாக அரசியலில் வெற்றி பெறுவது எளிதல்ல’: ஜெ.பற்றி கனிமொழி!,tamilnadu, தமிழ்நாடு
2018/Jun/46901-important-that-we-trained-our-minds-rather-than-skills-rahane.txt,ஆப்கானை சாதாரணமாக நினைக்கவில்லை: ரஹானே,sports, விளையாட்டு
2018/Nov/54229-gaja-storm-weaken-within-one-hour.txt,கஜா முழுமையாக கடக்க 1 மணி நேரம் ஆகும்!,tamilnadu, தமிழ்நாடு
2018/Jun/47225-breasts-are-real-kolkata-teacher-recalls-horror-interview.txt,திருநங்கைனா எதுனாலும் கேட்பீங்களா ? பாலியல் கேள்விகளால் புண்பட்டவர் குமுறல்,india, இந்தியா
2018/Jan/39800-mk-stalin-about-his-name.txt,பெயருக்கான காரணத்தை விளக்கிய மு.க.ஸ்டாலின்..!,politics, அரசியல்
2017/Feb/16562-sudhakaran-special-pooja-for-sasikala.txt,சசிகலாவிற்காக சுதாகரன் ரகசிய பூஜை..!,tamilnadu, தமிழ்நாடு
2016/Dec/13837-police-deploy-in-tamilnadu.txt,அப்போலோ மருத்துவமனையை சுற்றி பாதுகாப்புப்பணியில் 2000 போலீசார்,tamilnadu, தமிழ்நாடு
2017/Mar/18283-virat-kohli-is-out-of-4th-test-cricket.txt,விளையாட மாட்டார் விராட் கோலி,sports, விளையாட்டு
2018/Aug/50610-6000-railway-station-will-get-free-wifi-on-next-6-months-railway-minister.txt,"6 மாதத்தில் 6,000 ரயில் நிலையங்களில் வைஃபை வசதி : ரயில்வே அமைச்சர்",india, இந்தியா
2018/Sep/51582-the-cabinet-decided-to-bring-the-emergency-law-for-triple-talaq.txt,முத்தலாக் தடை !  அவசரச் சட்டம் கொண்டு வர மத்திய அரசு ஒப்புதல்,india, இந்தியா
2018/Oct/52852-separate-e-mail-address-to-report-sexual-harassment.txt,#MeToo புகார்களை கூற மகளிர் ஆணையம் தனி இ-மெயில்,india, இந்தியா
2018/Nov/53535-black-box-of-crashed-indonesian-jet-found.txt,இந்தோனேஷிய விமான விபத்து: கருப்புப் பெட்டி கண்டுபிடிப்பு!,world, உலகம்
2018/Jul/48911-bengaluru-it-employee-abducted-taken-on-40-minute-drive-before-being-mugged.txt,“சூதுகவ்வும்” பட பாணியில் கடத்தல் : டவர் இன்றி தவித்த ஐடி ஊழியர்,india, இந்தியா
2018/Dec/56256-triple-talaq-bill-passed-in-lok-sabha-after-congress-aiadmk-walk-out.txt,"முத்தலாக் தடை மசோதா மக்களவையில் நிறைவேற்றம் - காங்., அதிமுக வெளிநடப்பு",india, இந்தியா
2018/Nov/54300-a-comman-man-letter-from-delta-region-about-gaja-cyclone.txt,“சென்னைக்கு மட்டும்தானா உங்கள் மனிதநேயம்?” - ஒரு உண்மை கடிதம்,tamilnadu, தமிழ்நாடு
2018/Jan/39908-uncaring-attitude-towards-accident-victim-has-vijayan-urging-keralites-to-renounce-torpor.txt,விபத்தில் துடித்தவருக்கு உதவாத மக்கள்: கேரள முதல்வர் உருக்கமான வேண்டுகோள்,politics, அரசியல்
2018/Jul/47987-cctv-footage-shows-hyderabad-jewellery-shop-owner-fighting-off-robber-couple.txt,திருட வந்த தம்பதியுடன் கட்டி புரண்டு சண்டையிட்ட நகைக்கடை உரிமையாளர் - வீடியோ,india, இந்தியா
2018/Jun/46703-writer-soupa-dead.txt,எழுத்தாளர் செளபா திடீர் மரணம்,tamilnadu, தமிழ்நாடு
2018/Jul/48639-no-confidence-motion-in-parliament-narendra-modi-govt-ready-and-willing-to-take-on-opposition.txt,நம்பிக்கையில்லா தீர்மானம் -   பாஜக தைரியம்,india, இந்தியா
2017/Mar/17942-justice-karnan-demands-rs-14-crore-relief-from-supreme-court.txt,ரூ. 14 கோடி இழப்பீடு கேட்டு நீதிபதி கர்ணன் கடிதம்,india, இந்தியா
2018/Sep/51725-krishna-water-opened-for-chennai-people.txt,சென்னை குடிநீர் தேவைக்காக கிருஷ்ணா நீர் திறப்பு,tamilnadu, தமிழ்நாடு
2018/Nov/54046-vijay-fans-controversial-video.txt,விஜய் ரசிகர்கள் எனக் கூறி கொலை மிரட்டல்.. வீடியோ வெளியிட்டவர்களை கைது செய்ய தீவிரம்..!,tamilnadu, தமிழ்நாடு
2018/May/45020-ipl-2018-kolkata-knight-riders-can-still-make-the-playoffs-believes-dinesh-karthik.txt,‘எங்களுக்கு இன்னும் வாய்ப்பு இருக்கு’ தினேஷ் கார்த்திக் நம்பிக்கை,sports, விளையாட்டு
2017/May/20291-petrol-diesel-price-low.txt,"பெட்ரோல், டீசல் விலை குறைப்பு",india, இந்தியா
2018/Sep/51223-96-the-movie-will-be-releasing-worldwide-on-october-4th.txt,அக்டோபர் 4ல் திரைக்கு வருகிறது ‘96’,cinema, சினிமா
2018/Aug/50574-afghanistan-won-by-29-runs.txt,அயர்லாந்துக்கு எதிரான ஒருநாள் போட்டி: ஆப்கான் வெற்றி!,sports, விளையாட்டு
2018/Aug/49804-pinarayi-vijayan-announces-4-lakh-aid-for-families-of-deceased.txt,"“வீடு, நிலம் இழந்தோருக்கு தலா 10 லட்சம்” - பினராயி விஜயன்",world, உலகம்
2016/Nov/13442-mumbai-daycare-staffer-arrested-for-beating-10-month-old-baby.txt,குழந்தைகள் காப்பகத்தில் நிகழ்ந்த அவலம்.... இது தான் டே கேர்ரா...?,india, இந்தியா
2018/Aug/49938-mla-j-anbazhagan-speech-at-dmk-executive-meeting.txt,எதிராக செயல்படும் உறவை ஸ்டாலின் துண்டிக்க வேண்டும்: ஜெ.அன்பழகன்,politics, அரசியல்
2017/Aug/27426-nlc-mud-spoils-cultivation-lands-in-cuddalore.txt,என்.எல்.சி. சுரங்க மண்ணால் விளைநிலங்கள் பாதிப்பு: விவசாயிகள் வேதனை,tamilnadu, தமிழ்நாடு
2018/Sep/51405-5-years-after-tn-man-fell-off-train-and-died-hc-awards-family-rs-8-lakh-compensation.txt,ரயில் விபத்தில் இறந்தவருக்கு வட்டியுடன் சேர்த்து 8 லட்சம் இழப்பீடு ,tamilnadu, தமிழ்நாடு
2018/Mar/41952-amitabh-bachchan-falls-ill-while-shooting-for-thugs-of-hindostan-in-jodhpur.txt,அமிதாப்புக்கு திடீர் உடல் நலக்குறைவு: தனி விமானத்தில் மும்பை வருகிறார்!,cinema, சினிமா
2017/Mar/17828-ranchi-ground-report.txt,தொடரில் முன்னிலை பெற இந்திய அணி தீவிரம்: ராஞ்சி ஆடுகளம் எப்படி?,sports, விளையாட்டு
